"source","size_bytes","modified","sha256","profile","target","audit_status","state","run_id"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/202405_Randy Frisch DBS Content ideas_files/unnamed.jpg","5303","2024-05-18T20:34:23","c9bb9dee325f4ed7690aeb36653d29b1a878510027cb913caa9dcbeaf5289e8b","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/202405_Randy Frisch DBS Content ideas_files/vendor-d3f4073f1ebcdd65.js.download","2856575","2024-05-18T20:34:19","2529231a66002628c0b80e54ab1157edb26701a4e8002642cf67c1f2349ac998","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/202405_Randy Frisch DBS Content ideas_files/webpack-bd181a68b00e029c.js.download","8616","2024-05-18T20:34:18","e7bc8e88820555d662cf5b52209ca84cd12fa536303aa2b3616e3af77ec63a9e","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/_2024 Edelman-LinkedIn B2B Thought Leadership Impact Report Final.pdf","477504","2024-05-10T23:19:45","6b11fb4c4f2604a648b5b06533c54c8ea3a500c62b1451825d25b9f52bae4694","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/2024-edelman-linkedin-b2b-thought-leadership-impact-report-final.pdf.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/A6_Pathfactory content mapping.pdf","6234172","2024-05-10T20:14:34","a923a3947667d2eb5f5b536b45cdb56f9c41af46426b2927b5e9f8755d3fd386","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/a6_pathfactory-content-mapping.pdf.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/Pan HP Commercial Strategy Framework_OPS_2_27ci (002)_Seite 6.pptx","3644000","2024-01-14T00:28:38","59b984f9dbe96609de2065128b16eee6f05064f2f60c2fb1e661ffc90a2b64f5","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/Team presentation/MarCom Team/pan-hp-commercial-strategy-framework_ops_2_27ci-002-_seite-6.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/The-definitive-guide-to-customer-nurturing-Marketo_Seite 8.pdf","5508506","2024-01-14T00:05:14","0344d7899911a8c54dd679400fd120803a2c4a0afe27a019600a1663038ad328","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/the-definitive-guide-to-customer-nurturing-marketo_seite-8.pdf.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/WPT_DE_CustomerJourney.pptx","4162082","2024-01-13T23:07:33","1e07c14d727baeb4c45f9b382d86b4109319a5fdc468eb8c6ee0aa43ffd13979","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Content/wpt_de_customerjourney.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/EMail Strategy/20250925_Email Marketing Trends and Strategies.docx","6212694","2025-09-25T22:11:59","2f1fb2994521519545582cdba975b694838ae196cee9022f14ac058cd12a5349","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/EMail Strategy/20250925_email-marketing-trends-and-strategies.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/KPIs and measurments/20251205_AI Marketing Measurement for DSV_based on Kiran email.docx","6206436","2025-12-05T13:37:00","99c838c85e4ddd23d68948c0a8614988196e3bffd792fa8388e8634b6beb641f","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/KPIs and measurments/20251205_ai-marketing-measurement-for-dsv_based-on-kiran-email.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/KPIs and measurments/20251205_AI Marketing Measurement for DSV_based on Kiran email_original.docx","35137","2025-12-05T14:20:21","a24f47fc54e48a751b0895f79a86d6ad52b9584bc8b1442f06f87428289ff208","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/KPIs and measurments/20251205_ai-marketing-measurement-for-dsv_based-on-kiran-email_original.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/2024_open projects/20240411_Project list.docx","19973","2024-04-11T23:39:40","a1befc9dbb0cb36415200f82cd1da10bad905ab6b71049c9b2307370c9ab2f36","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/2024_open projects/20240411_project-list.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/2021_objective and measure based_maturity framwork.xlsx","24148","2024-05-10T21:16:15","9292d4c2917d05210a5a30069a0c94a4807cb799d4cc40a6cdc3a7d88c8ffa37","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/2021_objective-and-measure-based_maturity-framwork.xlsx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/20240410_Marketing Automation Strategy.pptx","1283351","2024-04-25T11:00:40","0b64628aee02f8ed65c1f2fac2ce47e079509acfcde8883013402da57d2a3511","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/20240410_marketing-automation-strategy.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/20240628_Marcom Content Creation_short_edited.pptx","4460382","2024-07-02T21:25:04","2bc78c870e372df324561aa14a4f82f79ce5be1bdf9fc9f3373edbfbab82b98b","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/20240628_marcom-content-creation_short_edited.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/breakout/20240628_Marcom Content Creation_breakout.pptx","1304083","2024-07-02T21:28:18","016f3128ed203f3c4413365438aa1411b6faf4b336e1d05e7554bcd8c1f2b197","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/00_2024/Marketing Automation Strategy/breakout/20240628_marcom-content-creation_breakout.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/2022_Reply MAUT Strategy/MicrosoftTeams-image.png","607039","2022-11-25T23:30:52","b5ecf7f5f1ed78d3f7d0c89ad8131c24879edb16feb1e645f29e56b7564d3d09","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/2022_Maturity level ideas.pptx","299963","2022-01-26T13:26:36","44e4007c2c94c9092ec0112b02f02cd2fc6b6f06c826d8d1e58b27b9cf0140d9","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/2022_maturity-level-ideas.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/2022_Maturity level ideas_draft.pptx","1759688","2022-02-02T13:00:45","41657ed0c87d01aeea1f9c7cf7427ecbd51dbaf1e23649a125f2114bccabb70c","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/2022_maturity-level-ideas_draft.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/ROlf_Einschätzung Reply roadmap.pptx","890320","2022-02-07T15:20:42","0e874dd55fc7fca918c1ff87f5bc0c1e3efae530f012cb708d80c6ec5410f97c","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/rolf_einsch-tzung-reply-roadmap.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/Working paper_blueprint_v4.0.pptx","9899243","2025-07-15T17:12:05","e5928f5a8c2f0c2531550dc095a799f9c7457d4adf6393235f21d5b18841dbe9","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Blueprint concept ideas/working-paper_blueprint_v4.0.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Bottom-up roadmap/2022_09_16_Roadmap.xlsx","14338","2022-09-26T18:39:20","e8b9203d6cac6e1b2e7fde53cf10c6d2d427f80ce55c9501a89db86ddb51d334","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Bottom-up roadmap/2022_09_16_roadmap.xlsx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Brainstomring/2021_10_16_Prepare REply Call.docx","18429","2021-10-17T19:27:28","106da248f85a6cf147ecfe98b369178623e3d674a95ab2a4aed2a623344bb843","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Brainstomring/2021_10_16_prepare-reply-call.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/2023_06_Campaign Stratgies.pptx","2883156","2024-05-09T22:35:52","6014095807d6edab82a0e28cfc09a6d5954ad52aef95c64917b3c01d73862a4e","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/2023_06_campaign-stratgies.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/Campaign matrix overview.pptx","2883342","2023-05-23T21:39:38","a2c9b692c3d7df8db98317059f1f966094c91d052eba684592505bebb13c3d24","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/campaign-matrix-overview.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/campaigntypes.pptx","2906370","2023-05-23T22:20:27","ae8cec958430f2adcabaa0e5b5ac0e4cf7cb37ebb0b7e0d932ec54ea884181d1","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Campaign/campaigntypes.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_Content Marketing in MAU.pptx","12214206","2023-05-31T00:42:00","2185d8982088cbee399cba42046d87adda64001abf17e6ce9ed4f7508f4c1b26","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_content-marketing-in-mau.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_Content Marketing in MAU_short.pptx","17378177","2023-06-01T16:05:50","83323c556bcdfca9d43c75457ad8a96a2a92d8269ccc58cd1cac29254339229f","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_content-marketing-in-mau_short.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_Content Marketing in MAU_short_present.pptx","10336740","2023-06-01T17:14:54","839b0e6969860728c313e88a7497ba0712af9917b58f7a56b69439b87e90ecd5","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/2023_05_content-marketing-in-mau_short_present.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/A6_Pathfactory content mapping.pdf","6233684","2023-05-25T23:10:37","c27c6095de390cc1efd26cbc92bdffa925dc7e8dd40e201c045d7c8ab7c0958c","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/a6_pathfactory-content-mapping.pdf.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Content Audit Guidebook.pptx","2492264","2023-06-01T15:39:44","97c06cf842d319cfd63a6df5a09b7f32481fe2f594ccb5c8fa26066c7c9dc05b","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/content-audit-guidebook.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Content Framework.pptx","4067306","2024-02-28T18:39:05","6748a85c2b5adb498e84aaa4d99bff8744bb301a6afd9030d60695ad9e84eab1","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/content-framework.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Content Marketing_ContentKit.pptx","8631494","2024-01-13T19:00:32","dfdb3892497c74fa8feaf8aeed0b257299c5d17a02dbe8b26e57cb9922f63bab","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/content-marketing_contentkit.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Content XP and Strategy.pptx","10291852","2023-05-25T22:49:33","6e2b274261e9f379a182b75576160c41aa9e6650a0993a15bbde72692b13cd3f","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/content-xp-and-strategy.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Final C Content Audit Guideline_ (003).pptx","810294","2023-05-31T23:15:02","c2f26fb22da35afacbf9d5e6c545f38242bf5db25999be0116f72ed95a04abc1","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/final-c-content-audit-guideline_-003.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/MPS Content Audit.xlsx","14569172","2023-05-25T23:28:10","ed72cc8649cafd26c6034dee4e3ff0f4e9b72c2ff742d7a2973aaa4af5a723e8","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/mps-content-audit.xlsx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/Nurturing Flow_Content_Data.pptx","4617669","2023-05-25T23:30:25","7c231bc26dcf0a71de3f6a64e46e42f498c2dd54d01e9a2dc0c5753169db1e7a","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Content Strategy MAUT/Support paper/nurturing-flow_content_data.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/DB Systel/2022_/MarTech_Update Stakeholder_Versand24.pptx","4026767","2022-08-25T11:26:44","766a9cad868177c7f210d68f9756836ff9dd4f0824b5ff78ec667dd70b9994a2","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/DB Systel/2022_/martech_update-stakeholder_versand24.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/LogDMS/Digital Marketing Ecosystem - LogDMS.pptx","18459421","2023-05-18T21:45:13","df2ab060a6306f5a7219ed0802725712a100cee1cfdb90eee12f00d6299828f7","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/LogDMS/digital-marketing-ecosystem-logdms.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/MarTech Roadmap and use cases.pptx","18412290","2021-10-07T23:54:18","442b542136356bcba955f785776624a445f99bdeca05f9dc67eb14d8c10849a5","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/martech-roadmap-and-use-cases.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/MarTech Roadmap and use cases_LogDMS.pptx","15843985","2023-05-22T09:58:15","f64c50a131b2b7265adeaa0106033f2fb5971ac40abf7cc3d207ef894f8fa6ac","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/martech-roadmap-and-use-cases_logdms.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/presentation for IT team/IT meeting_MarTech Roadmap and use cases.pptx","16527994","2023-12-25T22:07:08","327cdb4504ad2e692b836126638c19669946957562094c7d5fe398157f9b5fa0","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/presentation for IT team/it-meeting_martech-roadmap-and-use-cases.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/presentation for IT team/IT meeting_MarTech Roadmap and use cases_v1.3.pptx","13550682","2022-01-11T19:00:50","b1553fe6268122d4143bfa66080bc82b9bf59b1b093200a7eaab6a8e7bc8992b","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/MarTech/Discussion paper_HO/presentation for IT team/it-meeting_martech-roadmap-and-use-cases_v1.3.pptx.md","review","amber","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/2022_01_Maturity Model by tmforum.PNG","256424","2022-01-17T12:56:03","eb08bfdccbb26cad3119b4576df8480dfdceb214e839d352431a9a6edfd95925","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/2023_MA_maturity model/20230202_Marketing Automation_maturity_framework.pptx","837162","2023-02-06T17:12:13","8785b6f2bc4ba55cd196fcf2f34e1a0e11aa1857218b7a3f0aad837422ef5c43","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/2023_MA_maturity model/20230202_marketing-automation_maturity_framework.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/6Sense/DB Schenker Demo.pdf","3419400","2022-09-13T21:52:58","35abf4dfaee6b3a0aeeae44f9a98ae7f78fd7905a748c933bb6a00f429cd4f7a","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/6Sense/db-schenker-demo.pdf.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/6Sense/DB Schenker Executive Summary.docx","854055","2022-09-18T02:13:45","715932958a2acceda1db64a57abbf908c7324bfce0f4022c394c73b6e0db3aed","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/6Sense/db-schenker-executive-summary.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Barbara_email_Marketing Automation Maturity level.msg","558592","2022-03-08T12:01:03","a2813ded2b2e5bfaeee3e50a77c58da8cc0763ecdff6c47cfd8c470aa41ddd70","2026-07-16.1","","","unsupported","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Brainstorm_ Blueprint based on objectives.docx","23942","2022-03-07T13:30:29","a6de804db32a3d499dfadbb2245f3f464a79882504ff79e19cf5a15177a31f2a","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/brainstorm_-blueprint-based-on-objectives.docx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/2019_B2B_Trends_Recap_Articles.pptx","3285704","2022-06-13T17:30:39","5bb8e9e9fb6c274153e7ffd020e5bab33ff8b9033558ff42cec21655aa482939","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/2019_b2b_trends_recap_articles.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/5-ways-the-future-of-b2b-buying.pdf","261189","2022-06-13T18:03:33","205df8a312cb337f7a9565cd12b47929cc4481e11fd205e5a9ac2e0acba752fe","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/5-ways-the-future-of-b2b-buying.pdf.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/ANA-2020-future-of-b2b.pdf","9575237","2022-06-13T16:36:01","a2297ce1c1b6581af25582e2f1cb0536eb8b2ae4d382d25976efe644746cec02","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/ana-2020-future-of-b2b.pdf.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/Digital Transformation - Final - April 2020.pptx","42905705","2022-06-12T00:25:58","e10d41313954431a785fd1313d2164e9573cc3d7fc4067f04de09de7ff6ac5e1","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/digital-transformation-final-april-2020.pptx.md","ok","green","20260716-184548-695-af09e998"
"raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/Futur Trends_martech-2030-brinker-baldwin.pdf","6094968","2022-06-12T00:16:59","f4395ef6745bfa8828964acb586a81d8a5b9d4e63a69870768c3ab812ccf2597","2026-07-16.1","wiki/_extractions/raw/assets/B_MKT_working_library/01_Strategy_and_Planning/Marketing_Strategy/Marketing Automation Strategy/Maturity Level/Fact Statements/futur-trends_martech-2030-brinker-baldwin.pdf.md","ok","green","20260716-184548-695-af09e998"
