"current_path","sha256","bytes","git_state","component_type","protection_class","provisional_owner","disposition","approval_gate","notes"
"projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/SKILL.md","aa26ac3695d0d69c1153b076325aa77fd5d832c409cb059878c2abdacdab4aa4","4535","tracked-clean","skill-definition","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically; explicit cross-system boundary review required"
"projects/No and low code_1st Marketing Agent/skills/recursive-learning-update/agents/openai.yaml","6c26b8dae0e0b33c04553ed9c3c615cb08dca7158b2692a0087c9700ff32ba96","257","tracked-clean","skill-agent-metadata","canonical-skill-component","marketing-operating-system-candidate","defer","G2-boundary","shared learning boundary and episode-to-pattern contract unresolved"
"projects/No and low code_1st Marketing Agent/skills/recursive-learning-update/references/pattern-library-template.md","4f1dda70824a4730a5bf0d23b94c949cd36f39cfd38354c80d063ac042f14d97","473","tracked-clean","skill-reference","canonical-skill-component","marketing-operating-system-candidate","defer","G2-boundary","shared learning boundary and episode-to-pattern contract unresolved"
"projects/No and low code_1st Marketing Agent/skills/recursive-learning-update/references/quality-rubric.md","1b7a783b62dfe0191ba6a4a9037b29318fe01d648ce88cf3b6d068dc8464a0d8","845","tracked-clean","skill-reference","canonical-skill-component","marketing-operating-system-candidate","defer","G2-boundary","shared learning boundary and episode-to-pattern contract unresolved"
"projects/No and low code_1st Marketing Agent/skills/recursive-learning-update/references/retrospective-template.md","82161fdc02aa83d423ea58d21b02840aee3dfbca5adae13776f5cc71396c0710","411","tracked-clean","skill-reference","canonical-skill-component","marketing-operating-system-candidate","defer","G2-boundary","shared learning boundary and episode-to-pattern contract unresolved"
"projects/No and low code_1st Marketing Agent/skills/recursive-learning-update/SKILL.md","bd3076a2616648e09735696592e453ea14be2d7b12b1fdcfdb7f784c7bf41f45","3795","tracked-clean","skill-definition","canonical-skill-component","marketing-operating-system-candidate","defer","G2-boundary","shared learning boundary and episode-to-pattern contract unresolved"
"projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/agents/openai.yaml","1f0f7ba8a2a147c273d41080ad9d2e0c6b773b99bf96a05d5da85ce9244385ee","240","tracked-clean","skill-agent-metadata","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-output-map.md","d84c89d3a6278194f84564e97d156b81ce01c5f1841bcda893ee094dc2f57672","926","tracked-clean","skill-reference","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-retrospective-template.md","554c3a17c306f51bede5e60e5a128966c9b1a94a6feba8289e569ecb557ad619","711","tracked-clean","skill-reference","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-selection-rules.md","12f6eb9d63802e23ec018f51a4a6f7014baeba2879cc4bd23689b8fa0d0d79ce","1493","tracked-clean","skill-reference","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/SKILL.md","156210ec997d6fca4e11f16ce4413b908f596a056b870a3c7b4ee5d0b1b81c91","3489","tracked-clean","skill-definition","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/agents/openai.yaml","0e4d93a81e694b4b588ba20de7c9883410afd066c1e9d526f35392c1f6d529ed","281","tracked-clean","skill-agent-metadata","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/SKILL.md","a8cfc45ccd9377111694528400e384b0aff65d06c967085fee67b2e796ad4147","5770","tracked-clean","skill-definition","canonical-skill-component","marketing-contextops","move-to-marketing-contextops","G3E","move as one canonical skill package; update discovery wrapper atomically"
"projects/No and low code_1st Marketing Agent/templates/ai-research-summary.md","80e831216c79751252f20d5490c11932dc5bea34b2afec8e78e617dfccb02cce","670","tracked-clean","legacy-support-template","normal","root-or-marketing-contextops-unresolved","candidate-retire","G2-duplicate-review","compare with root templates and active skill-specific templates before retirement"
"projects/No and low code_1st Marketing Agent/templates/log-entry.md","f8ebf3864f93d47b87186ca05aeb3c9b640c5d9c87692d61defd4551d89d7ce0","172","tracked-clean","legacy-support-template","normal","root-or-marketing-contextops-unresolved","candidate-retire","G2-duplicate-review","compare with root templates and active skill-specific templates before retirement"
"projects/No and low code_1st Marketing Agent/templates/source-summary.md","127705b0f949cbdf06d22638379cba52435416022bf8542d5eb4b731e63103f2","550","tracked-clean","legacy-support-template","normal","root-or-marketing-contextops-unresolved","candidate-retire","G2-duplicate-review","compare with root templates and active skill-specific templates before retirement"
"projects/No and low code_1st Marketing Agent/templates/wiki-page.md","550ca08b9346ea61ac452507c5d74dcc776feb9e75e955391ee5d1939b1097d8","364","tracked-clean","legacy-support-template","normal","root-or-marketing-contextops-unresolved","candidate-retire","G2-duplicate-review","compare with root templates and active skill-specific templates before retirement"
"projects/No and low code_1st Marketing Agent/tools/capture-shopify-auth-url.cmd","d7a3a6ab71c59a4d1690521277aef670947f99c82b1cd7b769f46fdf68b884d0","130","tracked-clean","company-integration-tool","connector-review-required","company-workspace:Das-Familienbuch","move-to-company-workspace","G3D-security","Shopify or Matrixify-specific connector; review secrets paths permissions and side effects"
"projects/No and low code_1st Marketing Agent/tools/matrixify-mcp-list-tools.js","b59ef5f2d051cbbdd20413e4bc7a24b90028d046c7703a289cdf1a6786f23c25","1491","tracked-clean","company-integration-tool","connector-review-required","company-workspace:Das-Familienbuch","move-to-company-workspace","G3D-security","Shopify or Matrixify-specific connector; review secrets paths permissions and side effects"
"projects/No and low code_1st Marketing Agent/tools/matrixify-mcp-oauth.js","f2f86578798dbd598fd7f33818807b494fe987d21b2fa558da4f7620fbb48ba6","5211","tracked-clean","company-integration-tool","connector-review-required","company-workspace:Das-Familienbuch","move-to-company-workspace","G3D-security","Shopify or Matrixify-specific connector; review secrets paths permissions and side effects"
"projects/No and low code_1st Marketing Agent/tools/README.md","48507009d24b5b697e206265b9ba2a76fc604767f949838a017e155bc03f872e","739","tracked-clean","historical-tool-control","normal","marketing-contextops-history","retain-as-history","G3G","documentation conflicts with actual connector files; preserve as origin evidence"
"projects/No and low code_1st Marketing Agent/tools/shopify-oauth-readonly.js","ced333fcff42a3389acebce05a87e87629399f904306e035735877e47000d5eb","4263","tracked-clean","company-integration-tool","connector-review-required","company-workspace:Das-Familienbuch","move-to-company-workspace","G3D-security","Shopify or Matrixify-specific connector; review secrets paths permissions and side effects"
"projects/No and low code_1st Marketing Agent/tools/shopify-oauth-url.txt","d26386f926f15247e7dabc9b8812abc53b3220800957499ad47d0c1a2e0f1575","332","tracked-clean","credential-adjacent-artifact","security-review-required","company-workspace:Das-Familienbuch","defer","G3D-security","do not move or expose until security and retention review"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/audience-understanding-strategy-v0-1.md","25211e3d2f6bbdb6b503e87cd309e6ca7ce725cbf0278f9521a249e9d5f0a3d9","8840","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/contextops-validation-architecture-v0-1.md","e89e0497895941cc672d75f699a0b8953989a104664362d5a36faa6a703de4cc","3995","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/creative-prompting-template-library.md","f781bf04e649dd1aaf9271ff57d9f12430ae5b0e21104a585bfe8f99ebc8dd2e","9215","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/framework-builder-retrospective-2026-06-19.md","87fdac06e94547cd97164c27cd36269f177f61e56e98a36a953ffc953ead44b1","4720","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/marketing-agent-skill-system-plan-v0-1.md","977e2d19ea7c796e05060cdd9db048a702402d6e3f967a64b25e0abc9f27570d","18414","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/marktanalyse-skill-retrospective-2026-06-16.md","6e95ba69bb4c68cf5c181901c3e1834846a02deb520c833e9227203e9ea74785","2745","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/project-framework-inventory-2026-06-19.md","77bf662101a280f9d3c436a9c8d3650ebafb20aa2ec5c3abb055c9a1cb362716","3805","tracked-clean","historical-generated-analysis","normal","marketing-contextops-history","retain-as-history","G3G","review evidence for new system but do not reactivate automatically"
"projects/No and low code_1st Marketing Agent/wiki/_outputs/shopify-reporting-strategy-implementation-spec-v0-1.md","7007093bb233db252b1f4c98407e033daf53d81662fd59cdb2ab5fecce08b9fa","9764","tracked-clean","source-owned-asset","normal","company-workspace:Das-Familienbuch","move-to-company-workspace","G3D","company-specific integration and reporting specification"
"projects/No and low code_1st Marketing Agent/wiki/creative-prompting-for-marketing.md","65ddeb20512cecb81bc87fc4f93370be7e4e767665ef590159bac588131dfdf1","4363","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/index.md","c9f8d342f9b6050d9d08c43c8f01c163a69e3069ea63ba4a5bbd1ddb6a6c389f","7686","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/log.md","ffe4ff1a15cfc4410a8d49c763e123899a8347fdca154efa2fcb0ca0f9d8ea6d","42993","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/marketing-agent-operating-model.md","e9e99102ee4c66719baeca1854603617e8b95993349a063232d974715bfb81eb","2333","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/project-brief.md","6e657120283216f8fad43050d66b83471e64b83b3ffe105ad9adb15fe2228cd7","3183","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/second-brain-source-map.md","660db8cda45b73da8e2d5245a0b26449f9dd79aa3303a05204df8597f292b1b7","2856","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/wiki/sources.md","7c92288dd18391f11919d767010ba30a4c54e68ff91a76293b8b4301216e4bd9","17862","tracked-clean","historical-project-knowledge","normal","marketing-contextops-history","retain-as-history","G3G","origin project knowledge navigation or log; active replacements must be authored separately"
"projects/No and low code_1st Marketing Agent/workflows/company-context-development.md","a0b557f9a67ef18359330c000aa92170e923ba5225c47103c45af255e5b09dec","4402","tracked-clean","workflow","normal","marketing-contextops","move-to-marketing-contextops","G3E","active staged company-analysis procedure; reconcile with new cross-system contracts"
"projects/No and low code_1st Marketing Agent/workflows/contextops-handoff-contract.md","93cb2bc2f53e9862371027fc12fcbaf55c0084c542ce5608e91e1d2e89ecc560","11224","tracked-clean","workflow","normal","marketing-contextops","move-to-marketing-contextops","G3E","active staged company-analysis procedure; reconcile with new cross-system contracts"
"projects/No and low code_1st Marketing Agent/workflows/marketing-agent-runbook.md","5c802ca8053426522b9c020fb1f68aecbe1e97659b5faa079abb03f00bcd5021","7123","tracked-clean","workflow","normal","marketing-contextops","move-to-marketing-contextops","G3E","active staged company-analysis procedure; reconcile with new cross-system contracts"
"projects/No and low code_1st Marketing Agent/workflows/output-menu.md","2c341b4f130cbe973d6b00dfe7734e49def736ed43e43ee49ab548efe2719978","1930","tracked-clean","workflow","normal","marketing-contextops","move-to-marketing-contextops","G3E","active staged company-analysis procedure; reconcile with new cross-system contracts"
"projects/No and low code_1st Marketing Agent/workflows/README.md","29da292c6430f647d021de2885d73482c385d9eb9c473704b596e13595931452","786","tracked-clean","workflow","normal","marketing-contextops","move-to-marketing-contextops","G3E","active staged company-analysis procedure; reconcile with new cross-system contracts"
"projects/No and low code_1st Marketing Agent/workflows/wiki-maintenance-audit.md","61ab23df1febc9b65893dae782d2d83e3cbca67905c1e43a3d3d9ba79ad2f611","1136","tracked-clean","legacy-workflow","normal","root-vault-candidate","candidate-retire","G2-duplicate-review","compare with current root integrity workflow and tools"
